Ingredient,SMILES,score
bromide,[Br-],3.3325607776641846
germanium,[Ge],3.3330886363983154
calcium,[Ca],3.3357431888580322
strontium,[Sr],3.3357431888580322
zincum metallicum,[Zn],3.3357431888580322
stannum metallicum,[Sn],3.3357431888580322
aurum metallicum,[Au],3.3357431888580322
oxovanadium,O=[V],3.3357431888580322
plumbum met,[Pb],3.3357431888580322
sulphur,[S],3.3357431888580322
pa,[Pa],3.3357431888580322
titanium dioxide,O=[Ti]=O,3.3357431888580322
mg,[Mg],3.3357431888580322
mn,[Mn],3.3357431888580322
mo,[Mo],3.3357431888580322
ethyl alcohol,CCO,3.3357431888580322
molybdenum,[Mo],3.3357431888580322
superba,[C],3.3357431888580322
chrome,[Cr],3.3357431888580322
carbon dioxide,C(=O)=O,3.3357431888580322
nitrogen,N#N,3.3357431888580322
arsenic,[As],3.3357431888580322
hydrogen,[HH],3.3357431888580322
shungite,[C],3.3357431888580322
magnesium oxide,O=[Mg],3.3357431888580322
activessence,CCO,3.3357431888580322
rock water,O,3.3357431888580322
fluoride,[F-],3.3357431888580322
carbon,[C],3.3357431888580322
caesium,[Cs],3.3357431888580322
amino nitrogen,NN,3.3357431888580322
lithium,[Li],3.3357431888580322
promethium,[Pm],3.3357431888580322
ethanol,CCO,3.3357431888580322
dysprosium,[Dy],3.3357431888580322
cerium,[Ce],3.3357431888580322
cesium,[Cs],3.3357431888580322
cobalt,[Co],3.3357431888580322
osmium,[Os],3.3357431888580322
cu1,[Cu],3.3357431888580322
activated charcoal,[C],3.3357431888580322
oxygen,O=O,3.3357431888580322
antimony,[Sb],3.3357431888580322
light magnesium oxide,O=[Mg],3.3357431888580322
colloidal silver,[Ag],3.3357431888580322
vanadium,[V],3.3357431888580322
iodide,[I-],3.3357431888580322
alcohol,CCO,3.3357431888580322
bismuth,[Bi],3.3357431888580322
barium,[Ba],3.3357431888580322
europium,[Eu],3.3357431888580322
erbium,[Er],3.3357431888580322
gadolinium,[Gd],3.3357431888580322
phosphorous,[P],3.3357431888580322
natrium,[Na],3.3357431888580322
mercury,[Hg],3.3357431888580322
fluorine,FF,3.3357431888580322
rubidium,[Rb],3.3357431888580322
hydrochloric acid,Cl,3.3357431888580322
chlorides,[Cl-],3.3357431888580322
lead,[Pb],3.3357431888580322
grain alcohol,CCO,3.3357431888580322
holmium,[Ho],3.3357431888580322
hafnium,[Hf],3.3357431888580322
gold,[Au],3.3357431888580322
gallium,[Ga],3.3357431888580322
silver,[Ag],3.3357431888580322
thorium,[Th],3.3357431888580322
neodymium,[Nd],3.3357431888580322
niobium,[Nb],3.3357431888580322
palladium,[Pd],3.3357431888580322
platinum,[Pt],3.3357431888580322
praseodymium,[Pr],3.3357431888580322
rhodium,[Rh],3.3357431888580322
silicon,[Si],3.3357431888580322
colloidal gold,[Au],3.3357431888580322
aluminum,[Al],3.3357431888580322
elemental calcium,[Ca],3.3357431888580322
samarium,[Sm],3.3357431888580322
ruthenium,[Ru],3.3357431888580322
scandium,[Sc],3.3357431888580322
molibdeno,[Mo],3.3357431888580322
cromo,[Cr],3.3357431888580322
molecular iodine,II,3.3357431888580322
propol,CC(C)O,3.3357431888580322
water,O,3.3357431888580322
yodo,II,3.3357431888580322
chloride,[Cl-],3.3357431888580322
cobre,[Cu],3.3357431888580322
manganeso,[Mn],3.3357431888580322
indium,[In],3.3357431888580322
hcl,Cl,3.3357431888580322
deionized water,O,3.3357431888580322
potasio,[K],3.3357431888580322
iridium,[Ir],3.3357431888580322
boron,[B],3.3357431888580322
lutetium,[Lu],3.3357431888580322
lanthanum,[La],3.3357431888580322
zirconium,[Zr],3.3357431888580322
charcoal,[C],3.3357431888580322
thulium,[Tm],3.3357431888580322
titanium,[Ti],3.3357431888580322
tungsten,[W],3.3357431888580322
uranium,[U],3.3357431888580322
ytterbium,[Yb],3.3357431888580322
yttrium,[Y],3.3357431888580322
barium oxide,O=[Ba],3.3357431888580322
chlorine,ClCl,3.3357431888580322
magnesio,[Mg],3.3357431888580322
bromine,BrBr,3.3357431888580322
cadmium,[Cd],3.3357431888580322
hydrogen peroxide,OO,3.3357431888580322
distilled water,O,3.3357431888580322
r-600,CCCC,3.3357431888580322
heavy magnesium oxide,O=[Mg],3.3357431888580322
tantalum,[Ta],3.3357431888580322
purified water,O,3.3357431888580322
chromium,[Cr],3.3357431888580322
zinc,[Zn],3.3357431888580322
sodium,[Na],3.3357431888580322
magnesium,[Mg],3.3357431888580322
sulfur,[S],3.3357431888580322
copper oxide,O=[Cu],3.3357431888580322
aluminium,[Al],3.3357431888580322
c,[C],3.3357431888580322
orchid,CCO,3.3357431888580322
tin,[Sn],3.3357431888580322
la,[La],3.3357431888580322
thallium,[Tl],3.3357431888580322
terbium,[Tb],3.3357431888580322
phosphorus,[P],3.3357431888580322
potassium,[K],3.3357431888580322
manganese,[Mn],3.3357431888580322
copper,[Cu],3.3357431888580322
iodine,II,3.3357431888580322
deanol,CN(C)CCO,3.3389225006103516
2-dimethylaminoethanol,CN(C)CCO,3.3389225006103516
dmae,CN(C)CCO,3.3389225006103516
dimethylethanolamine,CN(C)CCO,3.3389225006103516
2-(dimethylamino) ethanol,CN(C)CCO,3.3389225006103516
beta-hydroxyethyldimethylamine,CN(C)CCO,3.3389225006103516
dimethylaminoethanol,CN(C)CCO,3.3389225006103516
silica,O=[Si]=O,3.3400580883026123
silicon dioxide,O=[Si]=O,3.3400580883026123
silicea,O=[Si]=O,3.3400580883026123
ethanolamine phosphate,C(COP(=O)(O)O)N,3.3442485332489014
beta-phenylethylamine,C1=CC=C(C=C1)CCN,3.351933717727661
b-phenylethylamine,C1=CC=C(C=C1)CCN,3.351933717727661
beta phenethylamine,C1=CC=C(C=C1)CCN,3.351933717727661
phenylethylamine,C1=CC=C(C=C1)CCN,3.351933717727661
1-amino-2-phenylethane,C1=CC=C(C=C1)CCN,3.351933717727661
phenethylamine,C1=CC=C(C=C1)CCN,3.351933717727661
phosphoric acid,OP(=O)(O)O,3.353811025619507
ortho phosphoric acid,OP(=O)(O)O,3.353811025619507
orthophosphoric acid,OP(=O)(O)O,3.353811025619507
lime,O=[Ca],3.3555495738983154
calcium oxide,O=[Ca],3.3555495738983154
beta-alanine hydrochloride,C(CN)C(=O)O.Cl,3.3597755432128906
beta-alanine hcl,C(CN)C(=O)O.Cl,3.3597755432128906
threonic acid,C(C(C(C(=O)O)O)O)O,3.3603298664093018
rubidium chloride,[Cl-].[Rb+],3.3653604984283447
spermidine,C(CCNCCCN)CN,3.3659770488739014
4-hydroxyphenethylamine,C1=CC(=CC=C1CCN)O,3.3670644760131836
tyramine,C1=CC(=CC=C1CCN)O,3.3670644760131836
d-ribofuranose,C(C1C(C(C(O1)O)O)O)O,3.372506856918335
alpha-d-ribofuranose,C(C1C(C(C(O1)O)O)O)O,3.372506856918335
alpha d-ribofuranose,C(C1C(C(C(O1)O)O)O)O,3.372506856918335
baryta iodata,[I-].[I-].[Ba+2],3.3811895847320557
hydrogen sulfate,OS(=O)(=O)[O-],3.3953945636749268
sodium diacetate,CC(=O)O.CC(=O)[O-].[Na+],3.404740810394287
4-hydroxy-2-oxopyrrolidine-n-acetamide,C1C(CN(C1=O)CC(=O)N)O,3.405310869216919
oxiracetam,C1C(CN(C1=O)CC(=O)N)O,3.405310869216919
l-ornithine hcl,C(CC(C(=O)O)N)CN.Cl,3.4098317623138428
ornithine hydrochloride,C(CC(C(=O)O)N)CN.Cl,3.4098317623138428
l-ornithine hydrochloride,C(CC(C(=O)O)N)CN.Cl,3.4098317623138428
l-ornithine monohydrochloride,C(CC(C(=O)O)N)CN.Cl,3.4098317623138428
magnesium 2-aminoethanol phosphate,C(COP(=O)([O-])[O-])N.[Mg+2],3.411165475845337
molybdenum trioxide,O=[Mo](=O)=O,3.4122092723846436
sodium pyruvate,CC(=O)C(=O)[O-].[Na+],3.4122931957244873
xylooligosaccharide,C(C(C(C(CO)O)O)O)O,3.415043354034424
xylitol,C(C(C(C(CO)O)O)O)O,3.415043354034424
pf5,FP(F)(F)(F)F,3.4160749912261963
l-valine,CC(C)C(C(=O)O)N,3.4174606800079346
valine,CC(C)C(C(=O)O)N,3.4174606800079346
l-leucine,CC(C)CC(C(=O)O)N,3.425264596939087
leucine,CC(C)CC(C(=O)O)N,3.425264596939087
alpha-ketoisocaproate,CC(C)CC(=O)C(=O)O,3.4330220222473145
alpha-ketoisocaproic acid,CC(C)CC(=O)C(=O)O,3.4330220222473145
ketoisocaproate,CC(C)CC(=O)C(=O)O,3.4330220222473145
4-amp,C1CNCCC1CN,3.4347341060638428
threonine,CC(C(C(=O)O)N)O,3.43526291847229
l-threonine,CC(C(C(=O)O)N)O,3.43526291847229
d-pinitol,COC1C(C(C(C(C1O)O)O)O)O,3.4357070922851562
aluminum hydroxide,[OH-].[OH-].[OH-].[Al+3],3.4368038177490234
phosphates,[O-]P(=O)([O-])[O-],3.4379231929779053
phosphate,[O-]P(=O)([O-])[O-],3.4379231929779053
furazan,C1=NON=C1,3.4382388591766357
germanium sesquioxide,O1[Ge]2O[Ge]1O2,3.4387662410736084
guanidinopropionic acid,C(CN=C(N)N)C(=O)O,3.4462318420410156
sodium glycerophosphate pentahydrate,C(C(COP(=O)([O-])[O-])O)O.O.O.O.O.O.[Na+].[Na+],3.4471874237060547
sorbic acid,CC=CC=CC(=O)O,3.4534974098205566
sulphate,[O-]S(=O)(=O)[O-],3.466024160385132
sulfate,[O-]S(=O)(=O)[O-],3.466024160385132
lactate,CC(C(=O)[O-])O,3.4710843563079834
beta-glucanase,[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb],3.4728429317474365
carbogen,C(=O)=O.O=O,3.479546308517456
homotaurine,C(CN)CS(=O)(=O)O,3.4846537113189697
creatine nitrate,CN(CC(=O)O)C(=N)N.[N+](=O)(O)[O-],3.4850385189056396
soya bean,C(C(CO)O)O,3.487969160079956
glycerine,C(C(CO)O)O,3.487969160079956
glycerin,C(C(CO)O)O,3.487969160079956
glycerol,C(C(CO)O)O,3.487969160079956
oxaloacetate,C(C(=O)C(=O)O)C(=O)O,3.488499164581299
agmatine,C(CCN=C(N)N)CN,3.489945411682129
s-(2-boronoethyl)-l-cysteine,B(CCSCC(C(=O)O)N)(O)O,3.491330862045288
poa,C1=CC=C(C=C1)OCC(=O)O,3.4965145587921143
l-cysteine hcl monohydrate,C(C(C(=O)O)N)S.O.Cl,3.5088188648223877
l-cysteine hydrochloride monohydrate,C(C(C(=O)O)N)S.O.Cl,3.5088188648223877
sodium bicarbonate,C(=O)(O)[O-].[Na+],3.510723352432251
sodium bi-carbonate,C(=O)(O)[O-].[Na+],3.510723352432251
sodium hydrogen carbonate,C(=O)(O)[O-].[Na+],3.510723352432251
creatine monohydrate,CN(CC(=O)O)C(=N)N.O,3.514909505844116
creapure,CN(CC(=O)O)C(=N)N.O,3.514909505844116
cobaltous sulfate,[O-]S(=O)(=O)[O-].[Co+2],3.516309976577759
zinc fumarate,C(=CC(=O)O)C(=O)O.[Zn],3.518101930618286
silicic acid,O[Si](O)(O)O,3.525238513946533
orthosilicic acid,O[Si](O)(O)O,3.525238513946533
alpha ketoisocaproate,CC(C)CC(=O)C(=O)[O-],3.5478618144989014
beta-hydroxybutyrate,CC(CC(=O)O)O,3.5481035709381104
d-beta-hydroxybutyrate,CC(CC(=O)O)O,3.5481035709381104
anhydrous citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.5525410175323486
citricum acidum,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.5525410175323486
citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.5525410175323486
citric acid anhydrous,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.5525410175323486
calcium caseinate,[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y],3.5542519092559814
imd,C1=CN=CN1,3.5576207637786865
monosodium phosphate,OP(=O)(O)[O-].[Na+],3.5691699981689453
monosodium phosphate anhydrous,OP(=O)(O)[O-].[Na+],3.5691699981689453
bcaa,C(C(=O)O)(Cl)Br,3.5733067989349365
beta-alanine nitrate,C(CN)C(=O)O.[N+](=O)(O)[O-],3.5742027759552
montmorillonite,O.[O-2].[O-2].[O-2].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3],3.5754311084747314
methylhexaneamine,CCC(C)CC(C)N,3.579239845275879
4-methyl-2-hexanamine,CCC(C)CC(C)N,3.579239845275879
methylhexanamine,CCC(C)CC(C)N,3.579239845275879
geranamine,CCC(C)CC(C)N,3.579239845275879
creatine hydrochloride,CN(CC(=O)O)C(=N)N.Cl,3.586068868637085
creatine hcl,CN(CC(=O)O)C(=N)N.Cl,3.586068868637085
monobasic sodium phosphate monohydrate,O.OP(=O)(O)[O-].[Na+],3.587054967880249
acid phosphatase,CC(COCC#C)O,3.6062705516815186
sodium tetrachloroaurate,[Na+].Cl[Au-](Cl)(Cl)Cl,3.6064345836639404
creatine,CN(CC(=O)O)C(=N)N,3.611875295639038
kre-alkalyn,CN(CC(=O)O)C(=N)N,3.611875295639038
calcium lactate gluconate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.O.O.[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2],3.623152732849121
succinic acid,C(CC(=O)O)C(=O)O,3.624253273010254
succinicum acidum,C(CC(=O)O)C(=O)O,3.624253273010254
erythritol,C(C(C(CO)O)O)O,3.6243410110473633
sodium beta-hydroxybutyrate,CC(CC(=O)[O-])O.[Na+],3.631559133529663
n-(aminoiminomethyl)-n-methyl glycine,C[N+](=C(N)N)CC(=O)[O-],3.6317126750946045
fumarate,C(=CC(=O)[O-])C(=O)[O-],3.635772466659546
arabic gum,CC.CC.CC.CC.CC.CC,3.648268461227417
beta-alanine ethyl ester hcl,CCOC(=O)CCN.Cl,3.663564920425415
beta-alanine ethyl ester hydrochloride,CCOC(=O)CCN.Cl,3.663564920425415
2-hoba,C1=CC=C(C(=C1)CN)O,3.6656086444854736
l glutamine,C(CC(=O)N)C(C(=O)O)N,3.6675455570220947
glutamine,C(CC(=O)N)C(C(=O)O)N,3.6675455570220947
l-glutamine,C(CC(=O)N)C(C(=O)O)N,3.6675455570220947
lithium orotate,[Li+].C1=C(NC(=O)NC1=O)C(=O)[O-],3.6885738372802734
chromium chloride,[Cl-].[Cl-].[Cl-].[Cr+3],3.6922225952148438
magnesium l-lactate dihydrate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.O.O.[Mg+2],3.696873188018799
potassium chlorite,[O-]Cl=O.[K+],3.69870924949646
dextrose monohydrate,C(C(C(C(C(C=O)O)O)O)O)O.O,3.7119088172912598
l-glycyl-l-glutamine,C(CC(=O)N)C(C(=O)O)NC(=O)CN,3.7121026515960693
xylose,C1C(C(C(C(O1)O)O)O)O,3.7138891220092773
d-ribose,C1C(C(C(C(O1)O)O)O)O,3.7138891220092773
d-xylose,C1C(C(C(C(O1)O)O)O)O,3.7138891220092773
ribose,C1C(C(C(C(O1)O)O)O)O,3.7138891220092773
l-arabinose,C1C(C(C(C(O1)O)O)O)O,3.7138891220092773
chromate,[O-][Cr](=O)(=O)[O-],3.720668077468872
algin,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],3.7246177196502686
alginate,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],3.7246177196502686
fucose,CC1C(C(C(C(O1)O)O)O)O,3.7324228286743164
