Ingredient,SMILES,score
rubidium chloride,[Cl-].[Rb+],3.2666893005371094
l-proline,C1CC(NC1)C(=O)O,3.2696449756622314
proline,C1CC(NC1)C(=O)O,3.2696449756622314
manganese oxide,[O-2].[Mn+2],3.272477388381958
glycine,C(C(=O)O)N,3.2735955715179443
l-glycine,C(C(=O)O)N,3.2735955715179443
myo-inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.275031805038452
d-chiro-inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.275031805038452
d-myo-inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.275031805038452
myoinositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.275031805038452
d-chiro inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.275031805038452
l-inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.275031805038452
inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.275031805038452
sodium fluoride,[F-].[Na+],3.276320457458496
sodium vanadate,[O-][V](=O)=O.[Na+],3.2813937664031982
gamma amino beta hydroxybutyric acid,C(C(CN)O)C(=O)O,3.2963738441467285
beta-alanine ethyl ester,CCOC(=O)CCN,3.299330472946167
beta alanine,C(CN)C(=O)O,3.3056399822235107
3-aminopropanoic acid,C(CN)C(=O)O,3.3056399822235107
beta-alanine,C(CN)C(=O)O,3.3056399822235107
dynamine,C1=CN=CC(=C1N)N,3.3108036518096924
calcium fluoride,[F-].[F-].[Ca+2],3.3221383094787598
calcarea fluorica,[F-].[F-].[Ca+2],3.3221383094787598
urea,C(=O)(N)N,3.324079751968384
carbamide,C(=O)(N)N,3.324079751968384
magnesium hydroxide,[OH-].[OH-].[Mg+2],3.324270725250244
montmorillonite,O.[O-2].[O-2].[O-2].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3],3.324662923812866
strontium oxide,[O-2].[Sr+2],3.326774835586548
ammonium chloride,[NH4+].[Cl-],3.329073190689087
dimethylsulfoxide,CS(=O)C,3.3299388885498047
formic acid,C(=O)O,3.3364980220794678
wax esters,C(=O)O,3.3364980220794678
oxaloacetate,C(C(=O)C(=O)O)C(=O)O,3.3370285034179688
molybdenum trioxide,O=[Mo](=O)=O,3.337078809738159
zinc acetate dihydrate,CC(=O)O.O.[Zn],3.3382248878479004
n-acetyl leucine,CC(C)CC(C(=O)O)NC(=O)C,3.3419744968414307
bicarbonates,C(=O)(O)[O-],3.3485147953033447
bicarbonate,C(=O)(O)[O-],3.3485147953033447
peg,C(CO)O,3.3580689430236816
propylene glycol,CC(CO)O,3.3580689430236816
boric acid,B(O)(O)O,3.362325429916382
ammonium,[NH4+],3.364417791366577
silicea,O=[Si]=O,3.367034673690796
silicon dioxide,O=[Si]=O,3.367034673690796
silica,O=[Si]=O,3.367034673690796
norvaline,CCCC(C(=O)O)N,3.3707900047302246
l-norvaline,CCCC(C(=O)O)N,3.3707900047302246
l-2-aminopentanoic acid,CCCC(C(=O)O)N,3.3707900047302246
creatine nitrate,CN(CC(=O)O)C(=N)N.[N+](=O)(O)[O-],3.371643304824829
zinc fumarate,C(=CC(=O)O)C(=O)O.[Zn],3.374204397201538
rhenium,[Re],3.37591552734375
ige,CC(C)OCC1CO1,3.376324415206909
nickel,[Ni],3.3764302730560303
nickel oxide,O=[Ni],3.3764302730560303
beryllium,[Be],3.3792240619659424
ionic silver,[Ag+],3.3802502155303955
pyrite,S=[Fe]=S,3.3827216625213623
tellurium,[Te],3.3852999210357666
vanadyl,O=[V+2],3.3872005939483643
iron,[Fe],3.3878872394561768
carbonyl iron,[Fe],3.3878872394561768
ferronyl,[Fe],3.3878872394561768
hierro,[Fe],3.3878872394561768
dimethylglycine hcl,CN(C)CC(=O)O.Cl,3.3880529403686523
n;n-dimethylglycine hydrochloride,CN(C)CC(=O)O.Cl,3.3880529403686523
dimethylglycine hydrochloride,CN(C)CC(=O)O.Cl,3.3880529403686523
selenio,[Se],3.3891022205352783
selenium,[Se],3.3891022205352783
germanium,[Ge],3.390200138092041
ethyl alcohol,CCO,3.3915250301361084
zincum metallicum,[Zn],3.3915250301361084
stannum metallicum,[Sn],3.3915250301361084
c,[C],3.3915250301361084
mn,[Mn],3.3915250301361084
plumbum met,[Pb],3.3915250301361084
mo,[Mo],3.3915250301361084
iodine,II,3.3915250301361084
zinc,[Zn],3.3915250301361084
chromium,[Cr],3.3915250301361084
sodium,[Na],3.3915250301361084
magnesium,[Mg],3.3915250301361084
charcoal,[C],3.3915250301361084
amino nitrogen,NN,3.3915250301361084
mercury,[Hg],3.3915250301361084
fluorine,FF,3.3915250301361084
zirconium,[Zr],3.3915250301361084
yttrium,[Y],3.3915250301361084
ytterbium,[Yb],3.3915250301361084
potassium,[K],3.3915250301361084
iodide,[I-],3.3915250301361084
distilled water,O,3.3915250301361084
shungite,[C],3.3915250301361084
tin,[Sn],3.3915250301361084
barium oxide,O=[Ba],3.3915250301361084
orchid,CCO,3.3915250301361084
chlorides,[Cl-],3.3915250301361084
carbon dioxide,C(=O)=O,3.3915250301361084
ruthenium,[Ru],3.3915250301361084
rubidium,[Rb],3.3915250301361084
rhodium,[Rh],3.3915250301361084
phosphorus,[P],3.3915250301361084
potasio,[K],3.3915250301361084
fluoride,[F-],3.3915250301361084
strontium,[Sr],3.3915250301361084
cromo,[Cr],3.3915250301361084
pa,[Pa],3.3915250301361084
hcl,Cl,3.3915250301361084
propol,CC(C)O,3.3915250301361084
arsenic,[As],3.3915250301361084
la,[La],3.3915250301361084
chlorine,ClCl,3.3915250301361084
r-600,CCCC,3.3915250301361084
aluminum,[Al],3.3915250301361084
molibdeno,[Mo],3.3915250301361084
titanium dioxide,O=[Ti]=O,3.3915250301361084
activated charcoal,[C],3.3915250301361084
osmium,[Os],3.3915250301361084
cadmium,[Cd],3.3915250301361084
bromine,BrBr,3.3915250301361084
rock water,O,3.3915250301361084
indium,[In],3.3915250301361084
titanium,[Ti],3.3915250301361084
thulium,[Tm],3.3915250301361084
uranium,[U],3.3915250301361084
tungsten,[W],3.3915250301361084
thallium,[Tl],3.3915250301361084
thorium,[Th],3.3915250301361084
terbium,[Tb],3.3915250301361084
tantalum,[Ta],3.3915250301361084
scandium,[Sc],3.3915250301361084
silver,[Ag],3.3915250301361084
samarium,[Sm],3.3915250301361084
natrium,[Na],3.3915250301361084
palladium,[Pd],3.3915250301361084
mg,[Mg],3.3915250301361084
lutetium,[Lu],3.3915250301361084
neodymium,[Nd],3.3915250301361084
platinum,[Pt],3.3915250301361084
niobium,[Nb],3.3915250301361084
cobalt,[Co],3.3915250301361084
dysprosium,[Dy],3.3915250301361084
gold,[Au],3.3915250301361084
hafnium,[Hf],3.3915250301361084
cerium,[Ce],3.3915250301361084
cesium,[Cs],3.3915250301361084
bismuth,[Bi],3.3915250301361084
barium,[Ba],3.3915250301361084
antimony,[Sb],3.3915250301361084
holmium,[Ho],3.3915250301361084
europium,[Eu],3.3915250301361084
erbium,[Er],3.3915250301361084
gallium,[Ga],3.3915250301361084
gadolinium,[Gd],3.3915250301361084
heavy magnesium oxide,O=[Mg],3.3915250301361084
praseodymium,[Pr],3.3915250301361084
lanthanum,[La],3.3915250301361084
iridium,[Ir],3.3915250301361084
light magnesium oxide,O=[Mg],3.3915250301361084
magnesium oxide,O=[Mg],3.3915250301361084
grain alcohol,CCO,3.3915250301361084
calcium,[Ca],3.3915250301361084
copper,[Cu],3.3915250301361084
oxygen,O=O,3.3915250301361084
activessence,CCO,3.3915250301361084
manganese,[Mn],3.3915250301361084
lithium,[Li],3.3915250301361084
ethanol,CCO,3.3915250301361084
boron,[B],3.3915250301361084
promethium,[Pm],3.3915250301361084
silicon,[Si],3.3915250301361084
elemental calcium,[Ca],3.3915250301361084
hydrogen peroxide,OO,3.3915250301361084
superba,[C],3.3915250301361084
caesium,[Cs],3.3915250301361084
deionized water,O,3.3915250301361084
oxovanadium,O=[V],3.3915250301361084
chloride,[Cl-],3.3915250301361084
water,O,3.3915250301361084
alcohol,CCO,3.3915250301361084
molecular iodine,II,3.3915250301361084
purified water,O,3.3915250301361084
aluminium,[Al],3.3915250301361084
colloidal silver,[Ag],3.3915250301361084
vanadium,[V],3.3915250301361084
colloidal gold,[Au],3.3915250301361084
hydrochloric acid,Cl,3.3915250301361084
phosphorous,[P],3.3915250301361084
nitrogen,N#N,3.3915250301361084
carbon,[C],3.3915250301361084
aurum metallicum,[Au],3.3915250301361084
sulfur,[S],3.3915250301361084
hydrogen,[HH],3.3915250301361084
lead,[Pb],3.3915250301361084
sulphur,[S],3.3915250301361084
cu1,[Cu],3.3915250301361084
molybdenum,[Mo],3.3915250301361084
chrome,[Cr],3.3915250301361084
manganeso,[Mn],3.3915250301361084
cobre,[Cu],3.3915250301361084
yodo,II,3.3915250301361084
magnesio,[Mg],3.3915250301361084
copper oxide,O=[Cu],3.3915250301361084
bromide,[Br-],3.3925657272338867
triethanolamine,C(CO)N(CCO)CCO,3.393777370452881
ficin,C(=IF)I=N,3.403000593185425
beta-hydroxy-beta-methylbutyrate,CC(C)(CC(=O)[O-])O,3.4070770740509033
calcium oxide,O=[Ca],3.4110515117645264
lime,O=[Ca],3.4110515117645264
calcium chloride,[Cl-].[Cl-].[Ca+2],3.411163091659546
sodium propionate,CCC(=O)[O-].[Na+],3.4208972454071045
sodium glycerophosphate pentahydrate,C(C(COP(=O)([O-])[O-])O)O.O.O.O.O.O.[Na+].[Na+],3.421686887741089
lactic acid,CC(C(=O)O)O,3.422936201095581
ornithine,C(CC(C(=O)O)N)CN,3.426226854324341
l-ornithine,C(CC(C(=O)O)N)CN,3.426226854324341
furazan,C1=NON=C1,3.4273416996002197
phenol,C1=CC=C(C=C1)O,3.4274275302886963
n;n-dimethylglycine,CN(C)CC(=O)O,3.427706003189087
dimethylglycine,CN(C)CC(=O)O,3.427706003189087
dimethyl glycine,CN(C)CC(=O)O,3.427706003189087
spermidine,C(CCNCCCN)CN,3.4364676475524902
phosphoric acid,OP(=O)(O)O,3.4367167949676514
orthophosphoric acid,OP(=O)(O)O,3.4367167949676514
ortho phosphoric acid,OP(=O)(O)O,3.4367167949676514
potassium iodide,[K+].[I-],3.43913197517395
sodium iodide,[Na+].[I-],3.43913197517395
eaa,CCOC(=O)CC(=O)C,3.4420504570007324
mos,O.O.[SH-].[Mo],3.4507038593292236
s-allyl-cysteine,C=CCSCC(C(=O)O)N,3.454572916030884
s-allyl cysteine,C=CCSCC(C(=O)O)N,3.454572916030884
sodium butyrate,CCCC(=O)[O-].[Na+],3.454963445663452
sulfuric acid,OS(=O)(=O)O,3.4589931964874268
dimethyl amino ethanol,CCC(C)(N)O,3.45945143699646
tyrosol,C1=CC(=CC=C1CCO)O,3.4597361087799072
2-dimethylaminoethanol,CN(C)CCO,3.4666874408721924
dimethylethanolamine,CN(C)CCO,3.4666874408721924
deanol,CN(C)CCO,3.4666874408721924
dmae,CN(C)CCO,3.4666874408721924
dimethylaminoethanol,CN(C)CCO,3.4666874408721924
2-(dimethylamino) ethanol,CN(C)CCO,3.4666874408721924
beta-hydroxyethyldimethylamine,CN(C)CCO,3.4666874408721924
l-methionine,CSCCC(C(=O)O)N,3.469269037246704
methionine,CSCCC(C(=O)O)N,3.469269037246704
dl-methionine,CSCCC(C(=O)O)N,3.469269037246704
bcaa,C(C(=O)O)(Cl)Br,3.470227003097534
alpha-d-ribofuranose,C(C1C(C(C(O1)O)O)O)O,3.4708681106567383
d-ribofuranose,C(C1C(C(C(O1)O)O)O)O,3.4708681106567383
alpha d-ribofuranose,C(C1C(C(C(O1)O)O)O)O,3.4708681106567383
2-aminoethanesulfonic acid,C(CS(=O)(=O)O)N,3.4724314212799072
taurine,C(CS(=O)(=O)O)N,3.4724314212799072
taurina,C(CS(=O)(=O)O)N,3.4724314212799072
l-taurine,C(CS(=O)(=O)O)N,3.4724314212799072
leucine ethyl ester,CCOC(=O)C(CC(C)C)N,3.4765636920928955
l-leucine ethyl ester,CCOC(=O)C(CC(C)C)N,3.4765636920928955
boron glycinate,[B]OC(=O)CN,3.479949712753296
hydrogen sulfate,OS(=O)(=O)[O-],3.4808461666107178
l-cysteine hydrochloride monohydrate,C(C(C(=O)O)N)S.O.Cl,3.4827182292938232
l-cysteine hcl monohydrate,C(C(C(=O)O)N)S.O.Cl,3.4827182292938232
ethyl lactate,CCOC(=O)C(C)O,3.483798027038574
carbogen,C(=O)=O.O=O,3.4888222217559814
succinicum acidum,C(CC(=O)O)C(=O)O,3.4894449710845947
succinic acid,C(CC(=O)O)C(=O)O,3.4894449710845947
pf5,FP(F)(F)(F)F,3.4938695430755615
caproic acid,CCCCCC(=O)O,3.4970734119415283
d-glucitol,C(C(C(C(C(CO)O)O)O)O)O,3.5014712810516357
mannitol,C(C(C(C(C(CO)O)O)O)O)O,3.5014712810516357
cordycepic acid,C(C(C(C(C(CO)O)O)O)O)O,3.5014712810516357
d-mannitol,C(C(C(C(C(CO)O)O)O)O)O,3.5014712810516357
sorbitol,C(C(C(C(C(CO)O)O)O)O)O,3.5014712810516357
lysine,C(CCN)CC(C(=O)O)N,3.511798620223999
l-lysine,C(CCN)CC(C(=O)O)N,3.511798620223999
4-hydroxy-2-oxopyrrolidine-n-acetamide,C1C(CN(C1=O)CC(=O)N)O,3.516601324081421
oxiracetam,C1C(CN(C1=O)CC(=O)N)O,3.516601324081421
potassium chlorite,[O-]Cl=O.[K+],3.517336130142212
aluminum hydroxide,[OH-].[OH-].[OH-].[Al+3],3.5186607837677
alpha ketoisocaproate,CC(C)CC(=O)C(=O)[O-],3.518808364868164
pyroglutamic acid,C1CC(=O)NC1C(=O)O,3.5202138423919678
oxo-proline,C1CC(=O)NC1C(=O)O,3.5202138423919678
l-pca,C1CC(=O)NC1C(=O)O,3.5202138423919678
l-pyroglutamic acid,C1CC(=O)NC1C(=O)O,3.5202138423919678
l-pyroglutamate,C1CC(=O)NC1C(=O)O,3.5202138423919678
silicic acid,O[Si](O)(O)O,3.5221409797668457
orthosilicic acid,O[Si](O)(O)O,3.5221409797668457
beta-glucanase,[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb],3.5247647762298584
germanium sesquioxide,O1[Ge]2O[Ge]1O2,3.5379607677459717
sorbic acid,CC=CC=CC(=O)O,3.5440926551818848
citronella,CC(CCC=C(C)C)CC=O,3.545497417449951
lactate,CC(C(=O)[O-])O,3.551973581314087
choline chloride,C[N+](C)(C)CCO.[Cl-],3.5569043159484863
sodium diacetate,CC(=O)O.CC(=O)[O-].[Na+],3.5587496757507324
glycerol,C(C(CO)O)O,3.560931921005249
soya bean,C(C(CO)O)O,3.560931921005249
glycerin,C(C(CO)O)O,3.560931921005249
glycerine,C(C(CO)O)O,3.560931921005249
leucine,CC(C)CC(C(=O)O)N,3.5631039142608643
l-leucine,CC(C)CC(C(=O)O)N,3.5631039142608643
citricum acidum,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.5647032260894775
anhydrous citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.5647032260894775
citric acid anhydrous,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.5647032260894775
citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.5647032260894775
d-pinitol,COC1C(C(C(C(C1O)O)O)O)O,3.56471586227417
d-limonene,CC1=CCC(CC1)C(=C)C,3.5723583698272705
limonene,CC1=CCC(CC1)C(=C)C,3.5723583698272705
orange flavor,CC1=CCC(CC1)C(=C)C,3.5723583698272705
calcium caseinate,[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y],3.5760996341705322
ethanolamine phosphate,C(COP(=O)(O)O)N,3.5766589641571045
magnesium chloride,[Mg+2].[Cl-].[Cl-],3.5788276195526123
beta phenethylamine,C1=CC=C(C=C1)CCN,3.5791614055633545
phenylethylamine,C1=CC=C(C=C1)CCN,3.5791614055633545
phenethylamine,C1=CC=C(C=C1)CCN,3.5791614055633545
b-phenylethylamine,C1=CC=C(C=C1)CCN,3.5791614055633545
beta-phenylethylamine,C1=CC=C(C=C1)CCN,3.5791614055633545
1-amino-2-phenylethane,C1=CC=C(C=C1)CCN,3.5791614055633545
natural camphor,CC1(C2CCC1(C(=O)C2)C)C,3.5798468589782715
camphor,CC1(C2CCC1(C(=O)C2)C)C,3.5798468589782715
malic acid,C(C(C(=O)O)O)C(=O)O,3.5848429203033447
dl-malic acid,C(C(C(=O)O)O)C(=O)O,3.5848429203033447
l-malic acid,C(C(C(=O)O)O)C(=O)O,3.5848429203033447
4-amp,C1CNCCC1CN,3.5927631855010986
sodium pyruvate,CC(=O)C(=O)[O-].[Na+],3.5935356616973877
xylooligosaccharide,C(C(C(C(CO)O)O)O)O,3.5944292545318604
xylitol,C(C(C(C(CO)O)O)O)O,3.5944292545318604
poa,C1=CC=C(C=C1)OCC(=O)O,3.5969512462615967
phosphate,[O-]P(=O)([O-])[O-],3.6031436920166016
phosphates,[O-]P(=O)([O-])[O-],3.6031436920166016
beta-alanine hcl,C(CN)C(=O)O.Cl,3.611405611038208
beta-alanine hydrochloride,C(CN)C(=O)O.Cl,3.611405611038208
cetyl laurate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCC,3.6137430667877197
l-valine,CC(C)C(C(=O)O)N,3.6153814792633057
valine,CC(C)C(C(=O)O)N,3.6153814792633057
idebenone,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,3.624894142150879
magnesium 2-aminoethanol phosphate,C(COP(=O)([O-])[O-])N.[Mg+2],3.6272342205047607
baryta iodata,[I-].[I-].[Ba+2],3.6288883686065674
tyramine,C1=CC(=CC=C1CCN)O,3.6350834369659424
4-hydroxyphenethylamine,C1=CC(=CC=C1CCN)O,3.6350834369659424
calcium lactate gluconate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.O.O.[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2],3.6357383728027344
n-methyl-d-aspartate,CNC(CC(=O)O)C(=O)O,3.6397907733917236
n-methyl-d-aspartic acid,CNC(CC(=O)O)C(=O)O,3.6397907733917236
methylhexanamine,CCC(C)CC(C)N,3.6449334621429443
geranamine,CCC(C)CC(C)N,3.6449334621429443
4-methyl-2-hexanamine,CCC(C)CC(C)N,3.6449334621429443
methylhexaneamine,CCC(C)CC(C)N,3.6449334621429443
sodium glycerophosphate,C(C(COP(=O)([O-])[O-])O)O.[Na+].[Na+],3.646588087081909
d-serine,C(C(C(=O)O)N)O,3.6467487812042236
l-serine,C(C(C(=O)O)N)O,3.6467487812042236
serine,C(C(C(=O)O)N)O,3.6467487812042236
alpha-terpineol,CC1=CCC(CC1)C(C)(C)O,3.6490142345428467
beta-alanine nitrate,C(CN)C(=O)O.[N+](=O)(O)[O-],3.652676820755005
capric acid,CCCCCCCCCC(=O)O,3.657942533493042
decanoic acid,CCCCCCCCCC(=O)O,3.657942533493042
1-nonanecarboxylic acid,CCCCCCCCCC(=O)O,3.657942533493042
algin,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],3.6614277362823486
alginate,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],3.6614277362823486
guanidinopropionic acid,C(CN=C(N)N)C(=O)O,3.6656100749969482
creapure,CN(CC(=O)O)C(=N)N.O,3.6664645671844482
creatine monohydrate,CN(CC(=O)O)C(=N)N.O,3.6664645671844482
homotaurine,C(CN)CS(=O)(=O)O,3.6705987453460693
threonic acid,C(C(C(C(=O)O)O)O)O,3.6737494468688965
creatine,CN(CC(=O)O)C(=N)N,3.676406145095825
kre-alkalyn,CN(CC(=O)O)C(=N)N,3.676406145095825
fumaric acid,C(=CC(=O)O)C(=O)O,3.6771795749664307
lithium orotate,[Li+].C1=C(NC(=O)NC1=O)C(=O)[O-],3.6783857345581055
l-threonine,CC(C(C(=O)O)N)O,3.6787912845611572
threonine,CC(C(C(=O)O)N)O,3.6787912845611572
d-beta-hydroxybutyrate,CC(CC(=O)O)O,3.6789755821228027
beta-hydroxybutyrate,CC(CC(=O)O)O,3.6789755821228027
fumarate,C(=CC(=O)[O-])C(=O)[O-],3.6804444789886475
aet,C(CSC(=N)N)N.Br.Br,3.6805524826049805
erythritol,C(C(C(CO)O)O)O,3.684418201446533
octanol,CCCCCCCCO,3.6850407123565674
agmatine,C(CCN=C(N)N)CN,3.690636157989502
sulphate,[O-]S(=O)(=O)[O-],3.6948859691619873
sulfate,[O-]S(=O)(=O)[O-],3.6948859691619873
opti msm,CS(=O)(=O)C,3.7005481719970703
methyl sulfonyl methane,CS(=O)(=O)C,3.7005481719970703
methylsulfonyl methane,CS(=O)(=O)C,3.7005481719970703
methylsulfonylmethane,CS(=O)(=O)C,3.7005481719970703
ferric oxide,O=[Fe]O[Fe]=O,3.7023637294769287
cobaltous sulfate,[O-]S(=O)(=O)[O-].[Co+2],3.704785108566284
cetyl myristate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,3.705764055252075
ribose,C1C(C(C(C(O1)O)O)O)O,3.707608938217163
xylose,C1C(C(C(C(O1)O)O)O)O,3.707608938217163
d-xylose,C1C(C(C(C(O1)O)O)O)O,3.707608938217163
l-arabinose,C1C(C(C(C(O1)O)O)O)O,3.707608938217163
d-ribose,C1C(C(C(C(O1)O)O)O)O,3.707608938217163
glutamic acid,C(CC(=O)O)C(C(=O)O)N,3.7083020210266113
glutamate,C(CC(=O)O)C(C(=O)O)N,3.7083020210266113
dgl,C(CC(=O)O)C(C(=O)O)N,3.7083020210266113
l-glutamic acid,C(CC(=O)O)C(C(=O)O)N,3.7083020210266113
l-glutamate,C(CC(=O)O)C(C(=O)O)N,3.7083020210266113
l-ornithine monohydrochloride,C(CC(C(=O)O)N)CN.Cl,3.713726043701172
l-ornithine hcl,C(CC(C(=O)O)N)CN.Cl,3.713726043701172
