Ingredient,SMILES,score
rock salt,[Na+].[Cl-],3.720069169998169
sodium chloride,[Na+].[Cl-],3.720069169998169
halite,[Na+].[Cl-],3.720069169998169
salt,[Na+].[Cl-],3.720069169998169
inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.7251291275024414
l-inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.7251291275024414
d-chiro-inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.7251291275024414
myoinositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.7251291275024414
d-myo-inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.7251291275024414
d-chiro inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.7251291275024414
myo-inositol,C1(C(C(C(C(C1O)O)O)O)O)O,3.7251291275024414
beta alanine,C(CN)C(=O)O,3.7285470962524414
beta-alanine,C(CN)C(=O)O,3.7285470962524414
3-aminopropanoic acid,C(CN)C(=O)O,3.7285470962524414
sodium glycerophosphate pentahydrate,C(C(COP(=O)([O-])[O-])O)O.O.O.O.O.O.[Na+].[Na+],3.7323291301727295
ornithine,C(CC(C(=O)O)N)CN,3.7389378547668457
l-ornithine,C(CC(C(=O)O)N)CN,3.7389378547668457
calcium chloride,[Cl-].[Cl-].[Ca+2],3.764430284500122
betaine hydrochloride,C[N+](C)(C)CC(=O)O.[Cl-],3.77007794380188
betaine hcl,C[N+](C)(C)CC(=O)O.[Cl-],3.77007794380188
2-aminoethanesulfonic acid,C(CS(=O)(=O)O)N,3.7734575271606445
taurine,C(CS(=O)(=O)O)N,3.7734575271606445
l-taurine,C(CS(=O)(=O)O)N,3.7734575271606445
taurina,C(CS(=O)(=O)O)N,3.7734575271606445
l-methionine,CSCCC(C(=O)O)N,3.779289484024048
dl-methionine,CSCCC(C(=O)O)N,3.779289484024048
methionine,CSCCC(C(=O)O)N,3.779289484024048
eaa,CCOC(=O)CC(=O)C,3.791321277618408
l-cysteine hcl monohydrate,C(C(C(=O)O)N)S.O.Cl,3.7930214405059814
l-cysteine hydrochloride monohydrate,C(C(C(=O)O)N)S.O.Cl,3.7930214405059814
dimethylglycine hcl,CN(C)CC(=O)O.Cl,3.794114589691162
n;n-dimethylglycine hydrochloride,CN(C)CC(=O)O.Cl,3.794114589691162
dimethylglycine hydrochloride,CN(C)CC(=O)O.Cl,3.794114589691162
lysine,C(CCN)CC(C(=O)O)N,3.8001224994659424
l-lysine,C(CCN)CC(C(=O)O)N,3.8001224994659424
phenol,C1=CC=C(C=C1)O,3.8007376194000244
selenious acid,O[Se](=O)O,3.802239179611206
3-hydroxy-3-methyl-butyric acid,CC(C)(CC(=O)O)O,3.806835889816284
zinc acetate dihydrate,CC(=O)O.O.[Zn],3.810284376144409
sodium propionate,CCC(=O)[O-].[Na+],3.8258211612701416
ethyl lactate,CCOC(=O)C(C)O,3.8364784717559814
choline chloride,C[N+](C)(C)CCO.[Cl-],3.8554582595825195
gum tragacanth,CC.CC.CC.CC.CC,3.858006477355957
sodium butyrate,CCCC(=O)[O-].[Na+],3.86633563041687
ammonium chloride,[NH4+].[Cl-],3.8670804500579834
mos,O.O.[SH-].[Mo],3.8676464557647705
methylselenocysteine,C[Se]CC(C(=O)O)N,3.8838276863098145
oxiracetam,C1C(CN(C1=O)CC(=O)N)O,3.884943723678589
4-hydroxy-2-oxopyrrolidine-n-acetamide,C1C(CN(C1=O)CC(=O)N)O,3.884943723678589
dimethylglycine,CN(C)CC(=O)O,3.896674871444702
n;n-dimethylglycine,CN(C)CC(=O)O,3.896674871444702
dimethyl glycine,CN(C)CC(=O)O,3.896674871444702
l-serine,C(C(C(=O)O)N)O,3.9014837741851807
serine,C(C(C(=O)O)N)O,3.9014837741851807
d-serine,C(C(C(=O)O)N)O,3.9014837741851807
citric acid anhydrous,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.9021389484405518
citricum acidum,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.9021389484405518
anhydrous citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.9021389484405518
citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,3.9021389484405518
ornithine hydrochloride,C(CC(C(=O)O)N)CN.Cl,3.914208173751831
l-ornithine hcl,C(CC(C(=O)O)N)CN.Cl,3.914208173751831
l-ornithine monohydrochloride,C(CC(C(=O)O)N)CN.Cl,3.914208173751831
l-ornithine hydrochloride,C(CC(C(=O)O)N)CN.Cl,3.914208173751831
lactic acid,CC(C(=O)O)O,3.9213945865631104
sodium diacetate,CC(=O)O.CC(=O)[O-].[Na+],3.9222168922424316
sulfuric acid,OS(=O)(=O)O,3.93019700050354
beta-alanine hcl,C(CN)C(=O)O.Cl,3.9345755577087402
beta-alanine hydrochloride,C(CN)C(=O)O.Cl,3.9345755577087402
calcium lactate gluconate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.CC(C(=O)[O-])O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.O.O.[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2],3.9424073696136475
urea,C(=O)(N)N,3.9431674480438232
carbamide,C(=O)(N)N,3.9431674480438232
threonine,CC(C(C(=O)O)N)O,3.94991135597229
l-threonine,CC(C(C(=O)O)N)O,3.94991135597229
caproic acid,CCCCCC(=O)O,3.9512434005737305
ethanolamine phosphate,C(COP(=O)(O)O)N,3.951375961303711
sodium glycerophosphate,C(C(COP(=O)([O-])[O-])O)O.[Na+].[Na+],3.954590320587158
sodium tetrachloroaurate,[Na+].Cl[Au-](Cl)(Cl)Cl,3.9641475677490234
boron glycinate,[B]OC(=O)CN,3.9662253856658936
lithium orotate,[Li+].C1=C(NC(=O)NC1=O)C(=O)[O-],3.9703474044799805
baryta iodata,[I-].[I-].[Ba+2],3.9743106365203857
algin,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],3.9769551753997803
alginate,C1(C(C(OC(C1O)O)C(=O)[O-])O)O.[Na+],3.9769551753997803
dimethylsulfoxide,CS(=O)C,3.9789607524871826
pyroglutamic acid,C1CC(=O)NC1C(=O)O,3.9795782566070557
l-pyroglutamate,C1CC(=O)NC1C(=O)O,3.9795782566070557
l-pca,C1CC(=O)NC1C(=O)O,3.9795782566070557
l-pyroglutamic acid,C1CC(=O)NC1C(=O)O,3.9795782566070557
oxo-proline,C1CC(=O)NC1C(=O)O,3.9795782566070557
valine,CC(C)C(C(=O)O)N,3.9799697399139404
l-valine,CC(C)C(C(=O)O)N,3.9799697399139404
poa,C1=CC=C(C=C1)OCC(=O)O,3.9816372394561768
threonic acid,C(C(C(C(=O)O)O)O)O,3.9822726249694824
delete,CCCCCCCCCCO,3.984795331954956
beta-hydroxy-beta-methylbutyrate,CC(C)(CC(=O)[O-])O,3.986010789871216
ige,CC(C)OCC1CO1,3.991117238998413
beta-alanine nitrate,C(CN)C(=O)O.[N+](=O)(O)[O-],3.9959681034088135
magnesium chloride,[Mg+2].[Cl-].[Cl-],4.002191543579102
gamma amino beta hydroxybutyric acid,C(C(CN)O)C(=O)O,4.004927635192871
sodium pyruvate,CC(=O)C(=O)[O-].[Na+],4.014608383178711
magnesium 2-aminoethanol phosphate,C(COP(=O)([O-])[O-])N.[Mg+2],4.028426170349121
cobaltous sulfate,[O-]S(=O)(=O)[O-].[Co+2],4.031071662902832
magnesium hydroxide,[OH-].[OH-].[Mg+2],4.032245635986328
dimethyl amino ethanol,CCC(C)(N)O,4.043936729431152
sodium beta-hydroxybutyrate,CC(CC(=O)[O-])O.[Na+],4.0537824630737305
s-(2-boronoethyl)-l-cysteine,B(CCSCC(C(=O)O)N)(O)O,4.060403823852539
dextrose monohydrate,C(C(C(C(C(C=O)O)O)O)O)O.O,4.063876152038574
ficin,C(=IF)I=N,4.076004981994629
beta hydroxybutyrate,CC(CC(=O)[O-])O,4.083808898925781
idebenone,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,4.084606170654297
hydroxyproline,C1C(CNC1C(=O)O)O,4.084708213806152
l-hydroxyproline,C1C(CNC1C(=O)O)O,4.084708213806152
l-glutamine,C(CC(=O)N)C(C(=O)O)N,4.088849067687988
glutamine,C(CC(=O)N)C(C(=O)O)N,4.088849067687988
l glutamine,C(CC(=O)N)C(C(=O)O)N,4.088849067687988
tyramine,C1=CC(=CC=C1CCN)O,4.088951587677002
4-hydroxyphenethylamine,C1=CC(=CC=C1CCN)O,4.088951587677002
homotaurine,C(CN)CS(=O)(=O)O,4.0913190841674805
agmatine,C(CCN=C(N)N)CN,4.094016075134277
zeolites,O=[Al]O[Al]=O.O=[Si]=O,4.095860481262207
agmatine sulphate,C(CCN=C(N)N)CN.OS(=O)(=O)O,4.098921775817871
agmatine sulfate,C(CCN=C(N)N)CN.OS(=O)(=O)O,4.098921775817871
1-(4-aminobutyl)guanidine sulfate,C(CCN=C(N)N)CN.OS(=O)(=O)O,4.098921775817871
creatine citrate,CN(CC(=O)O)C(=N)N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,4.10349178314209
l-leucine,CC(C)CC(C(=O)O)N,4.105213165283203
leucine,CC(C)CC(C(=O)O)N,4.105213165283203
pyrite,S=[Fe]=S,4.10719108581543
magnesium l-lactate dihydrate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.O.O.[Mg+2],4.114142417907715
disodium phosphate dihydrate,O.O.OP(=O)([O-])[O-].[Na+].[Na+],4.120062828063965
ammonium,[NH4+],4.120351791381836
sodium carbonate,C(=O)([O-])[O-].[Na+].[Na+],4.122201442718506
d-pinitol,COC1C(C(C(C(C1O)O)O)O)O,4.127382278442383
4-amp,C1CNCCC1CN,4.128337860107422
zinc fumarate,C(=CC(=O)O)C(=O)O.[Zn],4.13330602645874
triethanolamine,C(CO)N(CCO)CCO,4.136958122253418
montmorillonite,O.[O-2].[O-2].[O-2].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3],4.141390800476074
vanadyl,O=[V+2],4.14632511138916
boric acid,B(O)(O)O,4.146571159362793
l-glutamic acid,C(CC(=O)O)C(C(=O)O)N,4.147506237030029
dgl,C(CC(=O)O)C(C(=O)O)N,4.147506237030029
glutamate,C(CC(=O)O)C(C(=O)O)N,4.147506237030029
glutamic acid,C(CC(=O)O)C(C(=O)O)N,4.147506237030029
l-glutamate,C(CC(=O)O)C(C(=O)O)N,4.147506237030029
rhenium,[Re],4.155871391296387
simethicone,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O,4.156648635864258
nickel,[Ni],4.157464027404785
nickel oxide,O=[Ni],4.157464027404785
sodium iodide,[Na+].[I-],4.162249565124512
potassium iodide,[K+].[I-],4.162249565124512
formic acid,C(=O)O,4.163915634155273
wax esters,C(=O)O,4.163915634155273
germanium sesquioxide,O1[Ge]2O[Ge]1O2,4.163935661315918
beryllium,[Be],4.166099548339844
manganese chloride,O.O.O.O.Cl[Mn]Cl,4.167243003845215
ionic silver,[Ag+],4.1692705154418945
beta-alanine ethyl ester hydrochloride,CCOC(=O)CCN.Cl,4.171174049377441
beta-alanine ethyl ester hcl,CCOC(=O)CCN.Cl,4.171174049377441
phosphates,[O-]P(=O)([O-])[O-],4.171450138092041
phosphate,[O-]P(=O)([O-])[O-],4.171450138092041
aluminum hydroxide,[OH-].[OH-].[OH-].[Al+3],4.173410415649414
deanol,CN(C)CCO,4.173982620239258
2-dimethylaminoethanol,CN(C)CCO,4.173982620239258
dimethylaminoethanol,CN(C)CCO,4.173982620239258
dimethylethanolamine,CN(C)CCO,4.173982620239258
dmae,CN(C)CCO,4.173982620239258
2-(dimethylamino) ethanol,CN(C)CCO,4.173982620239258
beta-hydroxyethyldimethylamine,CN(C)CCO,4.173982620239258
glycerine,C(C(CO)O)O,4.177701950073242
soya bean,C(C(CO)O)O,4.177701950073242
glycerin,C(C(CO)O)O,4.177701950073242
glycerol,C(C(CO)O)O,4.177701950073242
creatine hydrochloride,CN(CC(=O)O)C(=N)N.Cl,4.178467273712158
creatine hcl,CN(CC(=O)O)C(=N)N.Cl,4.178467273712158
peg,C(CO)O,4.178987979888916
propylene glycol,CC(CO)O,4.178987979888916
phosphatidylethanolamine,CC(=O)OCC(COP(=O)(O)OCCN)OC(=O)C,4.181144714355469
cephalin,CC(=O)OCC(COP(=O)(O)OCCN)OC(=O)C,4.181144714355469
calcium sulfate monohydrate,O.OS(=O)(=O)O.[Ca+2],4.18174934387207
tellurium,[Te],4.184839248657227
sulfate,[O-]S(=O)(=O)[O-],4.189323425292969
sulphate,[O-]S(=O)(=O)[O-],4.189323425292969
trisodium phosphate,[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],4.18999719619751
d-mannitol,C(C(C(C(C(CO)O)O)O)O)O,4.19071102142334
cordycepic acid,C(C(C(C(C(CO)O)O)O)O)O,4.19071102142334
sorbitol,C(C(C(C(C(CO)O)O)O)O)O,4.19071102142334
mannitol,C(C(C(C(C(CO)O)O)O)O)O,4.19071102142334
d-glucitol,C(C(C(C(C(CO)O)O)O)O)O,4.19071102142334
iron,[Fe],4.192392349243164
hierro,[Fe],4.192392349243164
ferronyl,[Fe],4.192392349243164
carbonyl iron,[Fe],4.192392349243164
sodium fluoride,[F-].[Na+],4.193909645080566
selenium,[Se],4.195939540863037
selenio,[Se],4.195939540863037
bromide,[Br-],4.198084831237793
germanium,[Ge],4.19914436340332
orthophosphoric acid,OP(=O)(O)O,4.201629638671875
ortho phosphoric acid,OP(=O)(O)O,4.201629638671875
phosphoric acid,OP(=O)(O)O,4.201629638671875
l-leucine ethyl ester,CCOC(=O)C(CC(C)C)N,4.202712059020996
leucine ethyl ester,CCOC(=O)C(CC(C)C)N,4.202712059020996
manganese,[Mn],4.203081130981445
molibdeno,[Mo],4.203081130981445
amino nitrogen,NN,4.203081130981445
hydrogen peroxide,OO,4.203081130981445
plumbum met,[Pb],4.203081130981445
c,[C],4.203081130981445
potasio,[K],4.203081130981445
orchid,CCO,4.203081130981445
hydrochloric acid,Cl,4.203081130981445
stannum metallicum,[Sn],4.203081130981445
mercury,[Hg],4.203081130981445
zincum metallicum,[Zn],4.203081130981445
pa,[Pa],4.203081130981445
la,[La],4.203081130981445
cobre,[Cu],4.203081130981445
manganeso,[Mn],4.203081130981445
fluorine,FF,4.203081130981445
iodide,[I-],4.203081130981445
r-600,CCCC,4.203081130981445
titanium dioxide,O=[Ti]=O,4.203081130981445
cu1,[Cu],4.203081130981445
caesium,[Cs],4.203081130981445
hcl,Cl,4.203081130981445
purified water,O,4.203081130981445
nitrogen,N#N,4.203081130981445
carbon,[C],4.203081130981445
magnesium oxide,O=[Mg],4.203081130981445
oxygen,O=O,4.203081130981445
natrium,[Na],4.203081130981445
aluminum,[Al],4.203081130981445
bromine,BrBr,4.203081130981445
cadmium,[Cd],4.203081130981445
strontium,[Sr],4.203081130981445
shungite,[C],4.203081130981445
alcohol,CCO,4.203081130981445
osmium,[Os],4.203081130981445
tungsten,[W],4.203081130981445
uranium,[U],4.203081130981445
thulium,[Tm],4.203081130981445
titanium,[Ti],4.203081130981445
tin,[Sn],4.203081130981445
chlorine,ClCl,4.203081130981445
carbon dioxide,C(=O)=O,4.203081130981445
antimony,[Sb],4.203081130981445
barium,[Ba],4.203081130981445
bismuth,[Bi],4.203081130981445
phosphorous,[P],4.203081130981445
boron,[B],4.203081130981445
sulphur,[S],4.203081130981445
colloidal silver,[Ag],4.203081130981445
oxovanadium,O=[V],4.203081130981445
aluminium,[Al],4.203081130981445
colloidal gold,[Au],4.203081130981445
lead,[Pb],4.203081130981445
fluoride,[F-],4.203081130981445
rock water,O,4.203081130981445
arsenic,[As],4.203081130981445
hydrogen,[HH],4.203081130981445
elemental calcium,[Ca],4.203081130981445
ethyl alcohol,CCO,4.203081130981445
vanadium,[V],4.203081130981445
magnesio,[Mg],4.203081130981445
light magnesium oxide,O=[Mg],4.203081130981445
charcoal,[C],4.203081130981445
yodo,II,4.203081130981445
chloride,[Cl-],4.203081130981445
superba,[C],4.203081130981445
chrome,[Cr],4.203081130981445
water,O,4.203081130981445
lithium,[Li],4.203081130981445
mo,[Mo],4.203081130981445
propol,CC(C)O,4.203081130981445
aurum metallicum,[Au],4.203081130981445
mn,[Mn],4.203081130981445
distilled water,O,4.203081130981445
heavy magnesium oxide,O=[Mg],4.203081130981445
sulfur,[S],4.203081130981445
copper oxide,O=[Cu],4.203081130981445
potassium,[K],4.203081130981445
ethanol,CCO,4.203081130981445
silicon,[Si],4.203081130981445
chromium,[Cr],4.203081130981445
cobalt,[Co],4.203081130981445
dysprosium,[Dy],4.203081130981445
gadolinium,[Gd],4.203081130981445
gallium,[Ga],4.203081130981445
erbium,[Er],4.203081130981445
europium,[Eu],4.203081130981445
hafnium,[Hf],4.203081130981445
promethium,[Pm],4.203081130981445
sodium,[Na],4.203081130981445
magnesium,[Mg],4.203081130981445
zinc,[Zn],4.203081130981445
iodine,II,4.203081130981445
calcium,[Ca],4.203081130981445
phosphorus,[P],4.203081130981445
lutetium,[Lu],4.203081130981445
neodymium,[Nd],4.203081130981445
iridium,[Ir],4.203081130981445
lanthanum,[La],4.203081130981445
indium,[In],4.203081130981445
holmium,[Ho],4.203081130981445
gold,[Au],4.203081130981445
cesium,[Cs],4.203081130981445
platinum,[Pt],4.203081130981445
praseodymium,[Pr],4.203081130981445
rhodium,[Rh],4.203081130981445
rubidium,[Rb],4.203081130981445
ruthenium,[Ru],4.203081130981445
cerium,[Ce],4.203081130981445
deionized water,O,4.203081130981445
palladium,[Pd],4.203081130981445
silver,[Ag],4.203081130981445
scandium,[Sc],4.203081130981445
samarium,[Sm],4.203081130981445
tantalum,[Ta],4.203081130981445
thorium,[Th],4.203081130981445
grain alcohol,CCO,4.203081130981445
thallium,[Tl],4.203081130981445
terbium,[Tb],4.203081130981445
activessence,CCO,4.203081130981445
activated charcoal,[C],4.203081130981445
mg,[Mg],4.203081130981445
ytterbium,[Yb],4.203081130981445
zirconium,[Zr],4.203081130981445
yttrium,[Y],4.203081130981445
barium oxide,O=[Ba],4.203081130981445
niobium,[Nb],4.203081130981445
copper,[Cu],4.203081130981445
molecular iodine,II,4.203081130981445
cromo,[Cr],4.203081130981445
chlorides,[Cl-],4.203081130981445
molybdenum,[Mo],4.203081130981445
l-histidine,C1=C(NC=N1)CC(C(=O)O)N,4.203464508056641
l-histidine base,C1=C(NC=N1)CC(C(=O)O)N,4.203464508056641
histidine,C1=C(NC=N1)CC(C(=O)O)N,4.203464508056641
sodium bicarbonate,C(=O)(O)[O-].[Na+],4.204655647277832
sodium hydrogen carbonate,C(=O)(O)[O-].[Na+],4.204655647277832
sodium bi-carbonate,C(=O)(O)[O-].[Na+],4.204655647277832
l-cysteine dihydrochloride,C(C(C(=O)O)N)S.Cl.Cl,4.208235740661621
spermidine,C(CCNCCCN)CN,4.212583065032959
betaine anhydrous,C[N+](C)(C)CC(=O)[O-],4.214008331298828
trimethylglycine,C[N+](C)(C)CC(=O)[O-],4.214008331298828
trimethyl glycine,C[N+](C)(C)CC(=O)[O-],4.214008331298828
betaine,C[N+](C)(C)CC(=O)[O-],4.214008331298828
n-(aminoiminomethyl)-n-methyl glycine,C[N+](=C(N)N)CC(=O)[O-],4.216425895690918
monosodium phosphate,OP(=O)(O)[O-].[Na+],4.22340202331543
monosodium phosphate anhydrous,OP(=O)(O)[O-].[Na+],4.22340202331543
creatine monohydrate,CN(CC(=O)O)C(=N)N.O,4.22575569152832
creapure,CN(CC(=O)O)C(=N)N.O,4.22575569152832
sorbic acid,CC=CC=CC(=O)O,4.228386878967285
bicarbonates,C(=O)(O)[O-],4.229361057281494
bicarbonate,C(=O)(O)[O-],4.229361057281494
monobasic sodium phosphate monohydrate,O.OP(=O)(O)[O-].[Na+],4.232051849365234
acid phosphatase,CC(COCC#C)O,4.237115859985352
strontium oxide,[O-2].[Sr+2],4.237729072570801
silicea,O=[Si]=O,4.238329887390137
silica,O=[Si]=O,4.238329887390137
silicon dioxide,O=[Si]=O,4.238329887390137
disodium phosphate,OP(=O)([O-])[O-].[Na+].[Na+],4.2449493408203125
sodium phosphate dibasic,OP(=O)([O-])[O-].[Na+].[Na+],4.2449493408203125
dibasic sodium phosphate anhydrous,OP(=O)([O-])[O-].[Na+].[Na+],4.2449493408203125
phosphocreatine,CN(CC(=O)O)C(=NP(=O)(O)O)N,4.24915885925293
creatine phosphate,CN(CC(=O)O)C(=NP(=O)(O)O)N,4.24915885925293
calcium oxide,O=[Ca],4.253557205200195
lime,O=[Ca],4.253557205200195
hydrogen sulfate,OS(=O)(=O)[O-],4.254350662231445
calcium iodate,[O-]I(=O)=O.[O-]I(=O)=O.[Ca+2],4.264366149902344
sodium gluconate,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Na+],4.266960144042969
betaine nitrate,C[N+](C)(C)CC(=O)O.[N+](=O)([O-])[O-],4.267391204833984
carnosine,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN,4.280595779418945
l-carnosine,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN,4.280595779418945
furazan,C1=NON=C1,4.286764144897461
vanadium citrate,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.[V].[V].[V],4.289037704467773
chromate,[O-][Cr](=O)(=O)[O-],4.2990827560424805
beta-hydroxybutyrate,CC(CC(=O)O)O,4.301874160766602
d-beta-hydroxybutyrate,CC(CC(=O)O)O,4.301874160766602
l-glycyl-l-glutamine,C(CC(=O)N)C(C(=O)O)NC(=O)CN,4.303536415100098
magnesium lactate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Mg+2],4.308596611022949
sodium succinate dibasic hexahydrate,C(CC(=O)[O-])C(=O)[O-].O.O.O.O.O.O.[Na+].[Na+],4.309821128845215
nem,CCN1C(=O)C=CC1=O,4.312750816345215
guanidinoacetic acid,C(C(=O)O)N=C(N)N,4.318090438842773
guanidoacetic acid,C(C(=O)O)N=C(N)N,4.318090438842773
glycocyamine,C(C(=O)O)N=C(N)N,4.318090438842773
guanidinoacetate,C(C(=O)O)N=C(N)N,4.318090438842773
2(s)-amino-6-boronohexanoic acid,B(CCCCC(C(=O)O)N)(O)O,4.319417953491211
sulphoraphane,CS(=O)CCCCN=C=S,4.322365760803223
sulforaphane,CS(=O)CCCCN=C=S,4.322365760803223
octopamine,C1=CC(=CC=C1C(CN)O)O,4.324468612670898
beta-hydroxytyramine,C1=CC(=CC=C1C(CN)O)O,4.324468612670898
betaine monohydrate,C[N+](C)(C)CC(=O)[O-].O,4.325522422790527
sodium selenate,[O-][Se](=O)(=O)[O-].[Na+].[Na+],4.325868606567383
pf5,FP(F)(F)(F)F,4.327567100524902
magnesium butyrate,CCCC(=O)O.[Mg],4.327820777893066
acesulfame potassium,CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],4.3301496505737305
disodium creatine phosphate tetrahydrate,CN(CC(=O)O)C(=N)N.O.O.O.O.OP(=O)([O-])[O-].[Na+].[Na+],4.330578804016113
trisodium phosphate dodecahydrate,O.O.O.O.O.O.O.O.O.O.O.O.[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],4.331092834472656
eugenia caryophyllata,COC(=O)C(CC1=CN=CN1)N.Cl,4.331419944763184
cloves,COC(=O)C(CC1=CN=CN1)N.Cl,4.331419944763184
4-hydroxyisoleucine,CC(C(C)O)C(C(=O)O)N,4.334009170532227
4-hydroxy isoleucine,CC(C(C)O)C(C(=O)O)N,4.334009170532227
glucose,C(C1C(C(C(C(O1)O)O)O)O)O,4.3343400955200195
galactose,C(C1C(C(C(C(O1)O)O)O)O)O,4.3343400955200195
dextrose,C(C1C(C(C(C(O1)O)O)O)O)O,4.3343400955200195
anhydrous glucose,C(C1C(C(C(C(O1)O)O)O)O)O,4.3343400955200195
glucose oxidase,C(C1C(C(C(C(O1)O)O)O)O)O,4.3343400955200195
mannose,C(C1C(C(C(C(O1)O)O)O)O)O,4.3343400955200195
d-galactose,C(C1C(C(C(C(O1)O)O)O)O)O,4.3343400955200195
